Customer ID,frequency_cal,recency_cal,T_cal,monetary_value_cal,frequency_holdout,monetary_value_holdout,duration_holdout,probability_alive,predicted_purchases,exp_avg_sales,predicted_ltv,CLV
100061,1.0,1076.0,1525.0,170.0,0.0,0.0,366.0,0.6064326530121006,0.0,-1086.385478799654,217.95976580074714,56.66953910819426
100063,7.0,387.0,1758.0,514.7857142857143,0.0,0.0,366.0,0.000368933026083537,0.0,-1086.385478799654,0.906142710739775,0.23559710479234153
100064,2.0,224.0,999.0,620.0,0.0,0.0,366.0,0.09211511616468489,0.0,-1086.385478799654,181.73510366734197,47.251126953508916
100067,2.0,1105.0,1280.0,236340.0,4.0,40107.86666666667,366.0,0.7505048357330908,1.0,40313.85620252496,479800.76125375525,124748.19792597638
100068,1.0,366.0,1680.0,1043.72,1.0,1890.5,366.0,0.10304277124300236,0.0,1950.9498199061145,193.23359581249937,50.24073491124984
100069,4.0,1467.0,1522.0,712.5,0.0,0.0,366.0,0.8563756866116223,1.0,-1086.385478799654,2175.2206731329406,565.5573750145646
100070,7.0,1486.0,1541.0,1440.2857142857142,0.0,0.0,366.0,0.8893595619226372,2.0,-1086.385478799654,6628.087860303171,1723.3028436788245
100072,4.0,477.0,554.0,4946.25,8.0,1472.6327272727272,366.0,0.7984410751417788,2.0,1479.0148836138899,24107.324907834245,6267.904476036904
100075,2.0,190.0,1729.0,403.5,0.0,0.0,366.0,0.011507598466607627,0.0,-1086.385478799654,10.647301752894883,2.7682984557526695
100076,9.0,1564.0,1667.0,2775.017777777778,0.0,0.0,366.0,0.8757399324067242,2.0,-1086.385478799654,14490.926651099862,3767.6409292859644
100077,2.0,133.0,1531.0,839.5,0.0,0.0,366.0,0.0102808550781059,0.0,-1086.385478799654,21.137895567818298,5.495852847632758
100078,2.0,1022.0,1163.0,2007.9,3.0,2198.45,366.0,0.762811844667436,1.0,2220.387411804421,4412.013133963757,1147.1234148305768
100079,1.0,35.0,1812.0,594.96,0.0,0.0,366.0,0.009414450983432437,0.0,-1086.385478799654,9.71207500502277,2.52513950130592
100081,2.0,456.0,1177.0,2012.0,0.0,0.0,366.0,0.22357382699072473,0.0,-1086.385478799654,1286.597984489574,334.51547596728926
100082,3.0,1155.0,1688.0,3049.6666666666665,0.0,0.0,366.0,0.5441568644776935,0.0,-1086.385478799654,4639.321955948932,1206.2237085467223
100083,5.0,1259.0,1778.0,24422.0,0.0,0.0,366.0,0.5108329467368328,1.0,-1086.385478799654,46187.37225198143,12008.716785515173
100084,3.0,512.0,1553.0,953.0,0.0,0.0,366.0,0.07396576169416198,0.0,-1086.385478799654,209.09965918375107,54.36591138777528
100085,11.0,1212.0,1450.0,835.3636363636364,4.0,27840.8,366.0,0.6835515934866704,2.0,27985.448760448984,4378.532299700716,1138.4183979221862
100087,1.0,44.0,610.0,339.0,0.0,0.0,366.0,0.13249867943444876,0.0,-1086.385478799654,149.60824275811092,38.89814311710884
100090,9.0,1329.0,1812.0,2153.1111111111113,0.0,0.0,366.0,0.40765018899063415,1.0,-1086.385478799654,4957.533995320169,1288.9588387832441
100092,1.0,58.0,189.0,5400.0,2.0,3530.25,366.0,0.5707271089964949,1.0,3576.6524839775457,14650.139715700005,3809.0363260820013
100095,6.0,1173.0,1789.0,866.8333333333334,0.0,0.0,366.0,0.3466721903137498,0.0,-1086.385478799654,1263.622355150878,328.54181233922833
100098,2.0,21.0,215.0,4349.5,0.0,0.0,366.0,0.37668940971432724,1.0,-1086.385478799654,9638.832163056204,2506.096362394613
100099,2.0,792.0,986.0,1213.5,0.0,0.0,366.0,0.7117411316536265,1.0,-1086.385478799654,2745.4353870364234,713.8132006294701
100103,2.0,273.0,1624.0,395.5,0.0,0.0,366.0,0.02795496413028553,0.0,-1086.385478799654,26.434764125902117,6.873038672734551
100105,2.0,321.0,1518.0,470.0,0.0,0.0,366.0,0.04911981131202787,0.0,-1086.385478799654,57.419971071436684,14.929192478573539
100106,3.0,553.0,1736.0,4766.39,0.0,0.0,366.0,0.059767128002890094,0.0,-1086.385478799654,781.1475246527875,203.09835640972477
100111,1.0,49.0,1442.0,2085.0,0.0,0.0,366.0,0.01972614855029202,0.0,-1086.385478799654,80.7946795735841,21.006616689131867
100114,1.0,792.0,1709.0,297.0,0.0,0.0,366.0,0.35173035474923436,0.0,-1086.385478799654,195.03401369773945,50.70884356141226
100115,19.0,1185.0,1778.0,5430.4800000000005,1.0,665.2033333333333,366.0,0.01760760019090161,0.0,700.771792045322,1026.5702407279575,266.908262589269
100120,4.0,265.0,707.0,1759.75,0.0,0.0,366.0,0.15393272788611903,0.0,-1086.385478799654,1479.9002465021488,384.7740640905587
100121,9.0,1666.0,1741.0,882.8666666666666,0.0,0.0,366.0,0.894499799473925,2.0,-1086.385478799654,4586.536563118038,1192.49950641069
100123,4.0,1006.0,1768.0,1029.25,0.0,0.0,366.0,0.29145440565955694,0.0,-1086.385478799654,968.065695288001,251.69708077488028
100128,1.0,700.0,1380.0,2150.0,0.0,0.0,366.0,0.4190520002179487,0.0,-1086.385478799654,1819.2175492730019,472.9965628109805
100130,12.0,1021.0,1741.0,45043.0625,0.0,0.0,366.0,0.030507266194886654,0.0,-1086.385478799654,10058.579964017345,2615.23079064451
100131,3.0,447.0,1678.0,2145.6666666666665,0.0,0.0,366.0,0.03521028071655597,0.0,-1086.385478799654,212.24347900311423,55.1833045408097
100133,2.0,84.0,1799.0,2205.42,0.0,0.0,366.0,0.0034317158807016545,0.0,-1086.385478799654,16.54019448892281,4.300450567119931
100135,4.0,441.0,1777.0,2532.2,0.0,0.0,366.0,0.011086456603106464,0.0,-1086.385478799654,90.01057584327813,23.402749719252316
100136,3.0,1310.0,1820.0,2647.6666666666665,0.0,0.0,366.0,0.5918382661423413,0.0,-1086.385478799654,4168.7521768199595,1083.8755659731894
100137,1.0,426.0,1811.0,3165.0,0.0,0.0,366.0,0.1104829693081102,0.0,-1086.385478799654,589.2707098594201,153.21038456344922
100139,2.0,1519.0,1811.0,2182.0,0.0,0.0,366.0,0.7254908403792073,0.0,-1086.385478799654,3444.346456145318,895.5300785977827
100140,4.0,604.0,1758.0,1772.875,0.0,0.0,366.0,0.04022601283174549,0.0,-1086.385478799654,230.50287155939958,59.93074660544389
100142,4.0,841.0,882.0,2951.25,1.0,629.25,366.0,0.8525330406828583,1.0,664.0883760331277,12265.845641929565,3189.119866901687
100144,2.0,387.0,1568.0,563.5,0.0,0.0,366.0,0.0665323635278427,0.0,-1086.385478799654,90.98022512573351,23.654858532690714
100145,1.0,56.0,1380.0,850.0,0.0,0.0,366.0,0.023584890360118394,0.0,-1086.385478799654,41.09551129543218,10.684832936812368
100146,1.0,440.0,1505.0,916.62,0.0,0.0,366.0,0.1783752588119124,0.0,-1086.385478799654,316.593633957499,82.31434482894974
100148,17.0,1559.0,1573.0,6080.970588235294,1.0,3899.0,366.0,0.9502338741794294,3.0,4000.235219326447,60840.08445871662,15818.421959266321
100150,3.0,134.0,1345.0,1749.3333333333333,0.0,0.0,366.0,0.005055434253949675,0.0,-1086.385478799654,28.617261786896318,7.440488064593043
100153,27.0,1768.0,1776.0,1964.7037037037037,0.0,0.0,366.0,0.9676554383952162,5.0,-1086.385478799654,28071.48115164423,7298.585099427501
100155,5.0,1468.0,1511.0,691.4,1.0,600.0,366.0,0.8753880241028953,1.0,634.2444139056471,2504.6405735804665,651.2065491309213
100156,3.0,1428.0,1660.0,3591.3333333333335,0.0,0.0,366.0,0.7591430162900044,1.0,-1086.385478799654,7703.055037307965,2002.794309700071
100158,2.0,291.0,754.0,4565.5,2.0,3555.05,366.0,0.2928282189103947,0.0,3601.7017524346134,4870.6993910083675,1266.3818416621755
100159,1.0,350.0,728.0,4008.0,0.0,0.0,366.0,0.4617038022415279,0.0,-1086.385478799654,5345.589822999283,1389.8533539798136
100160,1.0,42.0,540.0,52675.0,0.0,0.0,366.0,0.16240035263570313,0.0,-1086.385478799654,28325.98603033402,7364.7563678868455
100162,1.0,1431.0,1789.0,3225.0,0.0,0.0,366.0,0.6757891732003152,0.0,-1086.385478799654,3702.747098418242,962.7142455887429
100165,9.0,1370.0,1819.0,877.1111111111111,0.0,0.0,366.0,0.46763878071764187,1.0,-1086.385478799654,2314.589695366378,601.7933207952583
100166,5.0,512.0,1750.0,1325.4,2.0,1395.3333333333333,366.0,0.009673421740344669,0.0,1420.2774550742852,48.1147983338471,12.509847566800246
100167,24.0,1783.0,1796.0,14478.197916666666,0.0,0.0,366.0,0.9623002107653004,4.0,-1086.385478799654,183311.90434676083,47661.09513015782
100169,1.0,39.0,1562.0,1280.0,0.0,0.0,366.0,0.014538248774219695,0.0,-1086.385478799654,34.945079674917324,9.085720715478505
100170,2.0,101.0,1583.0,1076.75,0.0,0.0,366.0,0.006533119360588851,0.0,-1086.385478799654,16.813661938977322,4.371552104134104
100172,2.0,93.0,1513.0,269.0,0.0,0.0,366.0,0.006997293726439855,0.0,-1086.385478799654,4.770290534010205,1.2402755388426534
100173,2.0,294.0,1807.0,672.5,0.0,0.0,366.0,0.02247191096042794,0.0,-1086.385478799654,33.29490680306728,8.656675768797493
100175,6.0,959.0,1667.0,436.8333333333333,0.0,0.0,366.0,0.19147157041606494,0.0,-1086.385478799654,369.8593268901612,96.16342499144191
100176,1.0,100.0,1394.0,667.0,0.0,0.0,366.0,0.033705398024826284,0.0,-1086.385478799654,46.10543948534954,11.987414266190882
100178,3.0,1212.0,1545.0,3115.0,1.0,449.0,366.0,0.6826682046325818,1.0,480.17814788002096,6296.039374612313,1636.9702373992013
100181,4.0,1764.0,1778.0,1460.5,0.0,0.0,366.0,0.8737200638981247,1.0,-1086.385478799654,4096.310363062749,1065.0406943963148
100182,4.0,255.0,1639.0,438.0,0.0,0.0,366.0,0.0026871047794403712,0.0,-1086.385478799654,4.019752836295773,1.045135737436901
100185,14.0,1406.0,1547.0,4693.46,0.0,0.0,366.0,0.8354648216001053,3.0,-1086.385478799654,35273.26995495938,9171.050188289439
100186,1.0,44.0,813.0,95.0,1.0,1332.8333333333333,366.0,0.07403037472954332,0.0,1381.958952222069,23.43460471852108,6.092997226815481
100187,1.0,104.0,196.0,2300.0,0.0,0.0,366.0,0.6560998711335086,1.0,-1086.385478799654,7146.976721075689,1858.2139474796793
100188,3.0,295.0,1288.0,655.6666666666666,0.0,0.0,366.0,0.032769901131488116,0.0,-1086.385478799654,71.88064902585187,18.688968746721486
100190,1.0,3.0,1562.0,4076.0,0.0,0.0,366.0,0.009938453910746547,0.0,-1086.385478799654,75.20381780311105,19.552992628808873
100192,1.0,264.0,1413.0,1275.0,0.0,0.0,366.0,0.09543797016261352,0.0,-1086.385478799654,243.72008726072374,63.36722268778818
100193,1.0,7.0,281.0,1721.92,0.0,0.0,366.0,0.30798905163651064,1.0,-1086.385478799654,2275.64280720302,591.6671298727852
100196,7.0,1422.0,1679.0,2781.6428571428573,0.0,0.0,366.0,0.7457922118288152,1.0,-1086.385478799654,10149.852796570955,2638.9617271084485
100205,4.0,799.0,1638.0,1632.75,0.0,0.0,366.0,0.17256416703656513,0.0,-1086.385478799654,954.0947293032074,248.06462961883392
100206,3.0,731.0,1488.0,271.6666666666667,0.0,0.0,366.0,0.25378111725493946,0.0,-1086.385478799654,214.12577384086669,55.67270119862534
100207,1.0,15.0,1149.0,1050.0,0.0,0.0,366.0,0.024829846676512293,0.0,-1086.385478799654,59.498038531180846,15.46949001810702
100208,2.0,379.0,1408.0,18350.0,0.0,0.0,366.0,0.08977256172658842,0.0,-1086.385478799654,4203.272618041391,1092.8508806907616
100209,2.0,37.0,672.0,1747.5,0.0,0.0,366.0,0.04673566694568049,0.0,-1086.385478799654,316.1759739379326,82.20575322386249
100210,2.0,686.0,882.0,4570.155,0.0,0.0,366.0,0.6956908548257125,1.0,-1086.385478799654,10673.639809641398,2775.1463505067636
100211,24.0,1749.0,1775.0,8775.451666666666,4.0,1773.5,366.0,0.9556562433323814,4.0,1787.8006961336632,111195.72925610504,28910.889606587312
100213,15.0,1679.0,1768.0,2017.6,0.0,0.0,366.0,0.9021782071553697,3.0,-1086.385478799654,15953.53950778583,4147.920272024316
100214,3.0,314.0,1161.0,2785.3333333333335,3.0,3326.0,366.0,0.05837717627275802,0.0,3355.4676302399316,573.9543077974782,149.22812002734435
100215,10.0,1469.0,1505.0,1765.9099999999999,1.0,1370.2,366.0,0.9165648233598931,2.0,1420.0844012760929,11208.607705872864,2914.238003526945
100216,2.0,457.0,1583.0,601.5,0.0,0.0,366.0,0.09465232335096281,0.0,-1086.385478799654,137.14859367641827,35.65863435586875
100217,3.0,958.0,1678.0,1934.3333333333333,0.0,0.0,366.0,0.3639798565838421,0.0,-1086.385478799654,1978.655073373382,514.4503190770794
100219,3.0,1156.0,1819.0,763.0,0.0,0.0,366.0,0.46235385730859413,0.0,-1086.385478799654,945.1508300543537,245.73921581413197
100220,5.0,1543.0,1586.0,2198.4,0.0,0.0,366.0,0.8761612154200848,1.0,-1086.385478799654,7695.845502444442,2000.919830635555
100221,6.0,1309.0,1394.0,1311.1666666666667,0.0,0.0,366.0,0.861300734076287,1.0,-1086.385478799654,5561.217980592378,1445.9166749540184
100222,1.0,35.0,295.0,3548.0,0.0,0.0,366.0,0.35700489320993317,1.0,-1086.385478799654,5317.207801201901,1382.4740283124943
100223,3.0,232.0,385.0,118920.25,1.0,3600.85,366.0,0.6091983734617167,1.0,3696.030866905649,432511.6396025921,112453.02629667395
100224,2.0,903.0,1324.0,30.0,0.0,0.0,366.0,0.582150585677138,1.0,-1086.385478799654,62.945918904893475,16.365938915272302
100225,2.0,34.0,195.0,12368.94,0.0,0.0,366.0,0.46228935882509614,1.0,-1086.385478799654,34434.54582105029,8952.981913473075
100226,2.0,162.0,181.0,500.0,2.0,3337.355,366.0,0.805004076290876,2.0,3381.818667887787,2519.0800973063438,654.9608252996494
100229,7.0,971.0,1574.0,5352.857142857143,0.0,0.0,366.0,0.22369985768297412,0.0,-1086.385478799654,6103.649153458556,1586.9487798992245
100230,1.0,210.0,1191.0,4843.0,0.0,0.0,366.0,0.10530360608235596,0.0,-1086.385478799654,1121.1460182132062,291.4979647354336
100231,3.0,138.0,880.0,30128.333333333332,0.0,0.0,366.0,0.02948204105226732,0.0,-1086.385478799654,3653.7156617700257,949.9660720602067
100232,6.0,722.0,1819.0,3464.3333333333335,0.0,0.0,366.0,0.022058246758145782,0.0,-1086.385478799654,316.82379190854766,82.3741858962224
100233,5.0,1078.0,1798.0,702.4,0.0,0.0,366.0,0.28446488621168037,0.0,-1086.385478799654,738.6632424407394,192.05244303459224
100234,14.0,1356.0,1798.0,2556.8571428571427,0.0,0.0,366.0,0.27932496660237016,1.0,-1086.385478799654,5834.166205239175,1516.8832133621854
100235,2.0,82.0,1783.0,1511.25,0.0,0.0,366.0,0.0034616564140383566,0.0,-1086.385478799654,11.527433166873635,2.997132623387145
100236,1.0,15.0,510.0,298.0,0.0,0.0,366.0,0.14134069952528175,0.0,-1086.385478799654,153.3134621831714,39.86150016762456
100238,9.0,1026.0,1716.0,952.2222222222222,0.0,0.0,366.0,0.10122974661503199,0.0,-1086.385478799654,565.0223575808903,146.90581297103148
100240,7.0,1055.0,1574.0,1802.142857142857,0.0,0.0,366.0,0.34358433224340906,1.0,-1086.385478799654,3159.7589986859325,821.5373396583425
100241,1.0,252.0,1062.0,13065.9,0.0,0.0,366.0,0.16938563222666422,0.0,-1086.385478799654,5191.325535259437,1349.7446391674537
100243,3.0,1447.0,1551.0,1300.0,0.0,0.0,366.0,0.8179544563021347,1.0,-1086.385478799654,3150.5783963761387,819.150383057796
100246,3.0,1100.0,1105.0,700.0,0.0,0.0,366.0,0.8563058117604765,1.0,-1086.385478799654,2194.4231750168383,570.550025504378
100247,15.0,1016.0,1072.0,23106.771333333334,1.0,13500.0,366.0,0.9052205699764809,4.0,13796.196941922717,248251.54127327463,64545.400731051406
100249,8.0,1317.0,1380.0,8654.0,2.0,15746.25,366.0,0.8883172716406298,2.0,15915.437301378179,47061.473749178556,12235.983174786425
100251,1.0,365.0,554.0,1799.4,2.0,1033.3333333333333,366.0,0.6267767897369535,1.0,1054.6389396928976,3734.962529824706,971.0902577544236
100252,14.0,1092.0,1757.0,1262.0314285714287,3.0,959.6666666666666,366.0,0.029914883183884126,0.0,973.3310004751946,313.2876544877967,81.45479016682715
100253,6.0,1044.0,1198.0,1514.6666666666667,4.0,1507.4285714285713,366.0,0.7945123282264823,1.0,1520.3987923813029,6489.559849396808,1687.2855608431703
100254,10.0,1649.0,1692.0,3779.835,4.0,1717.142857142857,366.0,0.9150032014503281,2.0,1731.1617425603445,22214.371028852216,5775.736467501576
100255,4.0,1337.0,1408.0,2810.75,2.0,2150.25,366.0,0.8470609725411892,1.0,2182.7819004794387,8863.201880319002,2304.4324888829406
100256,10.0,1089.0,1706.0,1088.3200000000002,0.0,0.0,366.0,0.1313172362814335,0.0,-1086.385478799654,914.3462369420325,237.73002160492845
100259,2.0,855.0,1604.0,497.5,1.0,3625.0,366.0,0.3758647704295787,0.0,3720.671266405774,448.25922575169704,116.54739869544123
100260,6.0,1412.0,1775.0,9082.241666666667,0.0,0.0,366.0,0.6604975420150692,1.0,-1086.385478799654,25261.02012734889,6567.865233110711
100261,2.0,99.0,579.0,27365.0,1.0,450.0,366.0,0.13798510356391278,0.0,481.19845427754166,15582.857730695985,4051.5430099809564
100264,2.0,647.0,1492.0,3074.0,0.0,0.0,366.0,0.25068250869477837,0.0,-1086.385478799654,1901.0048249923918,494.2612544980219
100266,1.0,923.0,1456.0,8994.0,0.0,0.0,366.0,0.5444403689125764,0.0,-1086.385478799654,9484.701700886133,2466.0224422303945
100267,6.0,1336.0,1407.0,844.1666666666666,1.0,2640.0,366.0,0.8699570615135807,1.0,2715.6694648478815,3601.261533329436,936.3279986656535
100268,3.0,903.0,1602.0,771.6666666666666,0.0,0.0,366.0,0.35689100967211373,0.0,-1086.385478799654,802.1662254351496,208.5632186131389
100269,2.0,513.0,1023.0,9600.0,0.0,0.0,366.0,0.3845179496958617,0.0,-1086.385478799654,11404.311771215445,2965.121060516016
100270,1.0,508.0,1198.0,45885.0,0.0,0.0,366.0,0.3430482441639725,0.0,-1086.385478799654,34345.46254609359,8929.820261984334
100271,13.0,1183.0,1807.0,19649.30769230769,0.0,0.0,366.0,0.0733618304999902,0.0,-1086.385478799654,11014.585293032007,2863.7921761883217
100272,1.0,39.0,383.0,695.0,0.0,0.0,366.0,0.26915464837144887,0.0,-1086.385478799654,734.671390639591,191.01456156629365
100275,21.0,1389.0,1586.0,1944.2380952380952,1.0,1006.0,366.0,0.6661440760828901,3.0,1048.4888112990527,16368.373676079189,4255.777155780589
100277,1.0,68.0,1677.0,129.0,0.0,0.0,366.0,0.015869561477802677,0.0,-1086.385478799654,4.212538937275685,1.0952601236916781
100279,10.0,1322.0,1587.0,1458.5,1.0,650.0,366.0,0.685608378336015,2.0,685.2597337816823,6698.4136874238375,1741.5875587301978
100282,4.0,758.0,1652.0,2381.525,0.0,0.0,366.0,0.13570366751343366,0.0,-1086.385478799654,1087.216619766785,282.6763211393641
100285,1.0,8.0,1268.0,38690.0,0.0,0.0,366.0,0.01800186226193281,0.0,-1086.385478799654,1468.2985415877636,381.7576208128185
100286,16.0,1788.0,1806.0,66898.77375000001,2.0,1121.2642857142857,366.0,0.9470589234916086,3.0,1143.45369904274,578723.0827599177,150468.0015175786
100288,2.0,171.0,442.0,2087.0,0.0,0.0,366.0,0.40723494414740613,1.0,-1086.385478799654,3953.395325989719,1027.882784757327
100291,2.0,538.0,581.0,3245.0,0.0,0.0,366.0,0.7992087534584594,1.0,-1086.385478799654,10717.381538820095,2786.5192000932248
100292,3.0,154.0,1533.0,792.6666666666666,0.0,0.0,366.0,0.0036872608880808675,0.0,-1086.385478799654,8.755662897785292,2.276472353424176
100293,2.0,743.0,833.0,1072.5,0.0,0.0,366.0,0.7763111300384389,1.0,-1086.385478799654,2903.516300332695,754.9142380865007
100294,1.0,61.0,1699.0,634.0,0.0,0.0,366.0,0.014378886601723616,0.0,-1086.385478799654,16.470395949644516,4.282302946907574
100297,7.0,1784.0,1789.0,1177.5714285714287,3.0,644.4,366.0,0.9123916507768324,1.0,655.9588601129622,5050.481562086626,1313.1252061425228
100298,2.0,157.0,883.0,2975.55,0.0,0.0,366.0,0.07639028709839527,0.0,-1086.385478799654,763.5810763400517,198.53107984841344
100299,1.0,63.0,992.0,2100.0,0.0,0.0,366.0,0.05621022722690211,0.0,-1086.385478799654,290.38482489797894,75.50005447347453
100300,5.0,1498.0,1807.0,4114.4,0.0,0.0,366.0,0.7264916407252173,1.0,-1086.385478799654,10957.750698615107,2849.015181639928
100301,7.0,427.0,1751.0,5916.285714285715,0.0,0.0,366.0,0.000651937333634934,0.0,-1086.385478799654,18.350321942914544,4.771083705157782
100303,2.0,235.0,1402.0,7210.5,0.0,0.0,366.0,0.03443845085018629,0.0,-1086.385478799654,635.8789106324487,165.32851676443664
100304,7.0,1063.0,1720.0,785.1428571428571,0.0,0.0,366.0,0.21633500120642754,0.0,-1086.385478799654,820.3899568157472,213.30138877209427
100305,1.0,1047.0,1545.0,12052.5,0.0,0.0,366.0,0.5817138200378975,0.0,-1086.385478799654,13063.083762729266,3396.401778309609
100307,10.0,1387.0,1464.0,2556.96,0.0,0.0,366.0,0.8903737048564345,2.0,-1086.385478799654,16033.734740250422,4168.77103246511
100309,2.0,264.0,1329.0,2213.0,0.0,0.0,366.0,0.0511727170485644,0.0,-1086.385478799654,300.80506684823945,78.20931738054226
100310,1.0,36.0,875.0,950.0,0.0,0.0,366.0,0.05840075234677953,0.0,-1086.385478799654,148.10113250294907,38.50629445076676
100311,4.0,134.0,225.0,3749.25,3.0,1179.8,366.0,0.6761616575666806,2.0,1194.9344700197264,21243.325741485885,5523.264692786331
100312,1.0,366.0,1562.0,1396.0,0.0,0.0,366.0,0.12248926330037957,0.0,-1086.385478799654,320.66203072101126,83.37212798746293
100313,2.0,898.0,1372.0,435.0,0.0,0.0,366.0,0.5478029992478173,0.0,-1086.385478799654,632.9308834658691,164.56202970112597
100314,9.0,883.0,1812.0,1082.888888888889,0.0,0.0,366.0,0.017856833740605194,0.0,-1086.385478799654,109.33974935433052,28.428334832125937
100315,3.0,490.0,573.0,38142.0,0.0,0.0,366.0,0.781341585802628,2.0,-1086.385478799654,151298.87775246595,39337.70821564115
